,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,playerID,name,gamesPlayed,scores,assists,goals,plusMinus,completions,completionPercentage,hockeyAssists,throwaways,stalls,drops,blocks,callahans,pulls,yardsTotal,yardsThrown,yardsReceived,hucksCompleted,huckPercentage,minutesPlayed,possessions,oEfficiency,pointsPlayed,oPointsPlayed,dPointsPlayed,position,height,weight,Rating,oeff_rating,goal_rating,assist_rating,block_rating,mean_rating,composite_rating
843,843,843,843,dgrandoni,Dana Grandoni,12,2.0,0.75,1.25,1.42,7.0,,0.0,0.75,0.0,0.33,0.5,0.0,0.0,,,,,,0.0,0.0,,6.5,3.0,3.5,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
844,844,844,844,dmiller1,Dan Miller,12,2.08,1.0,1.08,1.42,11.92,92.86,1.08,0.5,0.0,0.42,0.25,0.0,1.42,,,,,,14.63,16.75,51.24,16.67,8.25,8.42,Cutter,,,1.5894081186813556,0.8431588966255948,-0.6700326715664374,-0.12090288561833569,-1.167528186520236,-0.1022388381233798,-0.27882621176985356
845,845,845,845,gnakano,Genichi Nakano,12,1.25,0.42,0.83,1.42,4.75,,0.0,0.5,0.08,0.42,1.08,0.0,0.0,111.25,45.67,65.58,0.25,,20.33,12.33,32.43,17.58,4.42,13.17,Defender,,,-1.605456346856762,-0.46940145134738587,0.033895785182927324,-0.18164765692322676,0.544059679241675,0.016932953290819133,-0.01827341096150259
846,846,846,846,nlake,Nico Lake,38,2.16,1.26,0.89,1.42,27.37,95.76,1.45,0.76,0.0,0.18,0.21,0.0,0.0,257.2,193.8,63.4,0.1,,19.03,23.37,45.72,18.03,15.63,2.39,Handler,71.0,165.0,-0.2173222939519986,-1.2449086716778923,-0.48142744484273925,-0.8332912641948269,-0.3603216560126576,-0.138987207404908,-0.729987259182029
847,847,847,847,nmostaghi,Nima Mostaghim,38,1.42,0.79,0.63,1.42,6.03,91.6,0.58,0.45,0.0,0.18,0.63,0.0,0.18,,,,,,10.62,11.42,45.85,13.79,4.37,9.42,Defender,,,1.0879295197905603,0.5100683805140489,-0.9198047174651887,0.3046510654524996,-1.1351477054095427,-0.0749114592872744,-0.3100582442270457
848,848,848,848,pthivierg,Philippe Thivierge,36,1.06,0.44,0.61,1.42,6.19,86.43,0.5,0.69,0.0,0.11,1.17,0.0,3.78,,,,,,16.42,15.5,38.35,16.53,3.72,12.81,Defender,,,0.499551069280467,0.3305988831329106,-1.3870050063208164,-0.2132787311626044,0.3026790048478958,-0.1280123672767832,-0.2417514623756536
849,849,849,849,rchard,Ryan Chard,71,1.13,0.32,0.8,1.42,4.85,93.48,0.34,0.32,0.01,0.11,0.73,0.0,0.63,156.2,29.2,127.0,0.0,,14.71,12.94,35.91,15.96,5.2,10.76,Defender,73.0,180.0,-2.7028563702295,-1.7227390905175786,-0.8437867732464172,-0.5907062229233291,0.286048858714952,-0.12177070182807258,-0.7177958069930932
850,850,850,850,rsturm,Ryan Sturm,12,1.75,0.75,1.0,1.42,3.83,,0.33,0.83,0.0,0.58,1.08,0.0,0.0,20.5,-5.5,26.0,0.0,,18.32,17.58,30.33,17.42,2.5,14.92,Cutter,70.0,175.0,-4.786468476283698,-2.0030435028897817,-0.7277695120483924,-0.23419096138282317,-0.11462168345840076,-0.08360822037581428,-0.7699064149448495
851,851,851,851,swallis,Spencer Wallis,12,3.08,2.0,1.08,1.42,7.75,80.17,0.5,1.67,0.0,0.17,0.17,0.0,0.58,,,,,,17.67,22.0,46.59,20.92,13.17,7.75,Cutter,,,0.7721994040388852,0.44810370879631195,-1.41737633190252,0.7545677570241783,-2.041159156273445,-0.10105727949360495,-0.5639660055888687
852,852,852,852,tsmith,Trevor Smith,12,1.0,0.17,0.83,1.42,1.33,,0.25,0.25,0.0,0.08,0.75,0.0,0.0,,,,,,10.68,9.08,40.37,13.08,0.75,12.33,Defender,,,0.0641521484401493,0.3041548438300007,0.2099999870679947,-0.1137192797144597,-0.05376624584291629,0.020162816130535433,0.08666732633515485
853,853,853,853,vluo,Victor Luo,60,2.68,1.9,0.78,1.42,29.02,93.85,1.65,1.58,0.05,0.12,0.43,0.0,1.28,423.52,288.23,135.29,0.9,59.57,18.38,18.15,48.12,16.45,10.97,5.48,Handler,70.0,145.0,-2.668768229293156,-2.308057816426853,-0.14695605014533292,0.85673110226526,0.45219561859976587,0.11761436541413907,-0.28652178642679005
854,854,854,854,wmiaw,Wesley Miaw,19,1.16,0.26,0.89,1.42,9.21,98.31,1.11,0.16,0.16,0.05,0.47,0.0,0.0,124.82,73.27,51.55,0.18,,15.0,12.74,47.52,13.84,5.21,8.63,Defender,,,1.0312569512660787,0.597214489558393,-0.045011280607787425,-0.443852414258719,-0.48481195621342077,-0.057304141994289536,-0.09411529038038358
855,855,855,855,aalarcon,Albert Alarcon,22,1.73,0.91,0.82,1.41,7.95,93.09,0.32,0.59,0.0,0.27,0.55,0.0,0.14,,,,,,8.38,5.86,42.64,13.91,4.0,9.91,Cutter,,170.0,-2.042021208478789,-0.4281110655777145,-0.2826948589730768,-0.24433878544793958,-0.5378614668393281,-0.05816754673935743,-0.3732515442095148
856,856,856,856,jtaylor,Jordan Taylor,56,1.79,0.64,1.14,1.41,7.46,90.09,0.64,0.75,0.0,0.11,0.48,0.0,2.36,145.63,55.75,89.88,0.13,,16.94,15.45,46.13,15.14,6.93,8.21,Defender,71.0,200.0,0.1778038997269035,0.02793337094399748,0.12921153271934907,-0.28010427473012117,-1.1568337598408645,-0.04572260258748497,-0.3199482827269098
857,857,857,857,alopezesc,Aidan Lopez-Escarez,20,1.1,0.45,0.65,1.4,3.3,,0.4,0.8,0.0,0.15,1.25,0.0,2.6,82.65,34.9,47.75,0.25,50.0,16.19,9.55,43.46,16.25,1.25,15.0,Cutter,71.0,160.0,-2.5554482827784306,-0.6634887075904157,-0.2809991189546519,-0.2161825181989154,2.00526838731341,0.035132210292376266,0.2111495106423567
858,858,858,858,bsage,Ben Sage,25,1.64,0.76,0.88,1.4,8.6,92.27,0.0,0.72,0.0,0.24,0.72,0.0,0.96,,,,,,1.63,1.56,,11.6,6.04,5.56,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
859,859,859,859,dbullock,Dean Bullock,10,0.5,0.0,0.5,1.4,2.6,,0.1,0.2,0.0,0.0,1.1,0.0,0.0,63.9,12.3,51.6,0.0,,17.12,8.5,,16.8,0.2,16.6,Defender,,,-0.5128440833851527,-0.19446451608113366,-0.4168767086946732,-0.4922817248143421,0.27982365992366004,-0.07065799083812274,-0.20594982241662224
860,860,860,860,jkozicky,Joseph Kozicky,10,1.5,0.4,1.1,1.4,5.2,,0.0,0.6,0.0,0.0,0.5,0.0,0.0,,,,,,0.0,0.0,,3.9,1.8,2.1,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
861,861,861,861,jsalazar,Jordan Salazar,10,1.5,0.7,0.8,1.4,6.9,,0.4,0.6,0.0,0.0,0.5,0.0,0.0,128.3,29.2,99.1,0.0,,15.46,13.5,37.78,13.3,5.6,7.7,Defender,,,-0.2175515099532708,-0.016835123855876894,-0.23619145050552612,0.32546053184879037,-0.28585208705141196,0.02138157635331493,-0.053354532391006154
862,862,862,862,mlin,Mark Lin,40,2.25,1.15,1.1,1.4,10.7,87.53,0.98,1.25,0.0,0.15,0.55,0.0,0.48,200.0,146.17,53.83,1.17,50.0,15.43,18.28,47.74,15.38,9.8,5.58,Handler,72.0,175.0,1.1551945132856305,0.30752088628818874,0.3320110279776141,-0.09014939415143337,1.332133632755793,0.0832759286525825,0.4703790382175407
863,863,863,863,nladas,Nick Ladas,10,1.4,0.7,0.7,1.4,3.5,,0.4,0.3,0.0,0.2,0.5,0.0,2.0,,,,,,11.47,12.1,43.8,14.6,2.2,12.4,Defender,75.0,205.0,0.2063919186531031,0.40078501527265836,-0.2487431935070432,0.22448196275119564,-0.876863770375816,-0.012424725031543698,-0.1250849964647513
864,864,864,864,omurphy,Owen Murphy,10,2.6,1.7,0.9,1.4,38.6,95.54,2.7,1.7,0.0,0.2,0.7,0.0,0.0,,,,,,22.14,29.4,45.92,21.5,20.3,1.2,Handler,,,0.0201634577367251,-0.5444461138513133,-0.6912876953929272,-0.9094340904689635,0.5339381856076701,-0.13585131722785931,-0.4028074285263835
865,865,865,865,rsteinhau,Rafe Steinhauer,10,3.0,1.6,1.4,1.4,14.6,92.99,0.0,1.7,0.0,0.5,0.6,0.0,0.0,,,,,,0.0,0.0,,8.6,4.7,3.9,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
866,866,866,866,strimble,Scott Trimble,43,1.72,0.74,0.98,1.4,5.33,87.4,0.37,0.56,0.0,0.44,0.67,0.05,0.7,,,,,,15.46,17.93,41.25,17.09,8.12,8.98,Defender,75.0,185.0,0.4712378927382707,0.1043984660860429,-0.9753885539627113,-0.4538169231790468,-0.8336142839482628,-0.15770142227697354,-0.5396053237509946
867,867,867,867,tnaquin,Ty Naquin,10,1.1,0.4,0.7,1.4,2.6,,0.2,0.0,0.0,0.0,0.3,0.0,0.1,52.5,13.0,39.5,0.0,,11.46,6.3,,11.1,0.1,11.0,Defender,,,1.1154830199407253,0.7596020542460172,0.16200018607138283,0.31926249876243373,-0.6002871065045948,0.0467469696336881,0.16014440814380973
868,868,868,868,zarmstron,Zachary Armstrong,20,0.95,0.15,0.8,1.4,1.85,,0.2,0.15,0.0,0.15,0.75,0.0,1.95,61.15,3.55,57.6,0.0,,16.87,10.9,35.78,16.9,3.55,13.35,Cutter,76.0,,-5.932169733877922,-2.802232667530801,-0.45804268904807316,-1.0850362110230778,0.06648014597487406,-0.15101317873471126,-1.0697078554067694
869,869,869,869,dgranholm,Dana Granholm,23,1.52,0.39,1.13,1.39,5.09,90.7,0.43,0.39,0.04,0.04,0.3,0.0,1.04,,,,,,13.56,13.0,41.81,14.65,2.13,12.52,Defender,,,-0.2772232916968398,0.24161761262260306,0.3589057296113282,-0.00010035084981327952,-1.7338792538665435,-0.012075894590384662,-0.28336406562060634
870,870,870,870,madams,Marty Adams,23,1.74,0.65,1.09,1.39,12.13,93.0,1.39,0.7,0.04,0.13,0.48,0.0,0.0,178.3,56.09,122.22,0.17,36.36,19.89,19.09,51.71,16.74,11.61,5.13,Cutter,,,-0.499947891189981,-0.20290736041696544,-0.6836623706347879,-0.9821349356276958,0.09068586169086687,-0.15926116433066717,-0.4445047012471456
871,871,871,871,sbrooks,Steven Brooks,31,2.42,1.35,1.06,1.39,27.58,95.85,1.39,0.81,0.0,0.26,0.03,0.0,0.0,,,,,,20.74,27.58,51.93,21.77,20.48,1.29,Cutter,,,2.651363086745272,1.0389412338307265,-2.589822185775262,-1.3063598909533247,-1.8333106753710908,-0.4430404510769314,-1.1726378795672379
872,872,872,872,abarnhart,Andy Barnhart,61,1.57,0.77,0.8,1.38,7.43,87.12,0.38,0.98,0.02,0.21,1.0,0.0,1.97,,,,,,12.77,14.7,31.33,14.36,7.8,6.56,Defender,,,0.9768758985289832,-0.06417756354969249,-0.8106813506445935,0.2353198591551418,0.5231397906695977,-0.0141866957747401,-0.029099816092386627
873,873,873,873,dalexande,Derek Alexander,47,4.91,4.13,0.79,1.38,49.23,91.9,3.26,3.51,0.21,0.38,0.36,0.0,0.0,,,,,,26.48,36.81,44.45,27.11,24.23,2.87,Handler,69.0,170.0,3.247186457329164,-0.533910832143526,-2.7329735419818912,2.827319917735305,-1.3067442588187776,0.043174199771868045,-0.43657717880222235
874,874,874,874,dchandler,Drew Chandler,13,1.77,0.54,1.23,1.38,8.0,95.41,1.15,0.38,0.0,0.31,0.31,0.0,0.0,,,,,,14.07,15.46,49.75,15.62,6.85,8.77,Cutter,,,0.4245614346168157,0.32424996030280817,-0.2963191099187258,-0.416348619482956,-0.6613558209440744,-0.08381858086792697,-0.262443397510737
875,875,875,875,dfitzgera,Duncan Fitzgerald,26,2.42,1.38,1.04,1.38,22.77,92.5,1.35,1.42,0.04,0.08,0.46,0.0,0.04,212.38,154.23,58.15,0.62,66.67,20.83,17.96,51.18,19.31,9.58,9.73,Handler,71.0,148.0,0.1796855453217298,-0.18571994116137994,0.8128965832017165,-0.5172117841276619,-0.7520784389747247,0.0048583570242172565,-0.1605283952655125
876,876,876,876,dhampson,David Hampson,26,2.69,1.04,1.65,1.38,22.96,92.13,1.0,1.65,0.0,0.35,0.69,0.0,0.19,,,,,,14.2,16.5,36.36,19.08,14.12,4.96,Cutter,74.0,205.0,0.692226488930681,-0.10463686215654797,-2.3105179057475724,-0.05565561391655039,0.38711110258228965,-0.1929595337211751,-0.5209248198095953
877,877,877,877,jshey,Jack Shey,37,1.65,0.35,1.3,1.38,6.38,93.28,0.51,0.41,0.0,0.51,0.65,0.0,0.03,,,,,,18.24,19.14,35.03,16.89,7.62,9.27,Defender,74.0,195.0,-2.084192148735078,-1.5502676593370592,-0.23721011567718875,-1.1561240909260915,-1.0086104899023791,-0.17664523676646846,-0.9880530889606796
878,878,878,878,jtom,Jasper Tom,34,1.03,0.41,0.62,1.38,7.29,94.66,0.65,0.38,0.0,0.06,0.79,0.0,0.15,90.55,49.79,40.76,0.14,,17.14,9.56,50.77,15.03,0.53,14.5,Defender,,,0.2063647638568839,0.4776536585446232,-0.33273615568181214,-0.05640008762027257,-0.39643444162414637,-0.0359768098538819,-0.07697925659540197
879,879,879,879,pxu,Patrick Xu,13,0.85,0.08,0.77,1.38,2.54,,0.15,0.08,0.08,0.0,0.62,0.0,0.0,64.23,14.31,49.92,0.0,,15.06,7.85,38.24,13.62,0.0,13.62,Defender,,,-1.9746457053983164,-0.5076902875655914,0.32078274753869834,-0.15449248867618312,-0.12741884639333817,0.023164884865358396,-0.11720471877410359
880,880,880,880,snewlin,Sean Newlin,16,2.0,1.0,1.0,1.38,7.88,83.44,0.88,1.25,0.0,0.25,0.88,0.0,0.0,,,,,,15.07,18.31,37.88,14.5,8.25,6.25,Defender,72.0,180.0,-3.433887762152007,-2.2533306347601725,-0.7730900383189889,1.5292246112474759,2.356633452837529,0.20466827653120193,0.21485934775146087
881,881,881,881,tvandemoo,Tristan Van de Moortele,24,1.83,1.04,0.79,1.38,23.33,95.56,1.25,0.96,0.08,0.0,0.5,0.0,1.29,157.75,104.67,53.08,0.13,,21.11,15.75,50.0,17.75,6.46,11.29,Handler,,,0.3798004566829944,0.18305482587293664,0.688024943432555,-0.5840530974692899,-0.2469114374000028,0.0032667003098085386,0.010028808609049748
882,882,882,882,croach,Chris Roach,19,2.16,1.11,1.05,1.37,3.84,72.28,0.42,1.26,0.05,0.37,0.84,0.0,10.79,130.74,58.47,72.26,0.53,38.46,19.75,14.11,41.79,20.47,4.0,16.47,Cutter,,,-3.6121431723098136,-1.41950942694436,-0.08750423019685802,0.0630870848889058,0.022108137820760168,0.015624764317672334,-0.355454608607888
883,883,883,883,jburril,Jeremy Burril,35,2.0,0.74,1.26,1.37,8.23,91.43,1.06,0.66,0.03,0.23,0.26,0.0,0.03,172.54,71.54,101.0,0.31,,15.11,15.86,54.77,14.49,10.17,4.31,Cutter,69.0,165.0,1.249099985585877,1.2989450358985866,-0.33905417729637527,-0.3728909364606263,-0.6238009115657956,-0.08142709382994366,-0.009200247356052682
884,884,884,884,mbiersche,Matthew Bierschenk,30,2.23,1.2,1.03,1.37,5.87,83.81,0.53,0.93,0.0,0.17,0.23,0.0,0.6,,,,,,13.03,15.63,45.42,15.07,8.57,6.5,Cutter,66.0,150.0,-1.808575644470648,-0.09835879745505233,-0.765947835224853,0.6281492172202405,-0.717828785058768,-0.008151049407174496,-0.23849655012960821
885,885,885,885,bbarnes,Bill Barnes,11,1.36,0.45,0.91,1.36,3.91,,0.0,0.27,0.0,0.91,1.18,0.0,0.0,,,,,,0.0,0.0,,11.36,1.09,10.27,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
886,886,886,886,bsawyer,Brett Sawyer,11,0.82,0.0,0.82,1.36,1.73,,0.09,0.36,0.0,0.18,1.09,0.0,0.27,,,,,,13.57,10.82,26.05,15.55,1.64,13.91,Defender,,,-0.8831012594078167,-0.5827713161065801,-0.04050611524395784,-0.5143040464413012,0.1279267652534954,-0.043428776454172334,-0.25241367813458593
887,887,887,887,ealexande,Eric Alexander,11,1.45,0.91,0.55,1.36,3.91,,0.0,0.36,0.0,0.18,0.45,0.0,0.0,,,,,,0.0,0.0,,10.18,0.36,9.82,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
888,888,888,888,ecooney,Eric Cooney,11,1.0,0.18,0.82,1.36,3.64,,0.0,0.55,0.0,0.27,1.18,0.0,0.64,,,,,,0.0,0.0,,16.91,6.91,10.0,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
889,889,889,889,nsnuszka,Nicholas Snuszka,22,0.82,0.09,0.73,1.36,2.05,,0.36,0.09,0.0,0.05,0.68,0.0,0.0,58.82,13.0,45.82,0.0,,15.74,8.73,50.0,14.14,0.5,13.64,Defender,,,-1.2722746418070183,-0.4195559576757705,0.14232249112870077,-0.5832984580446505,0.0039775242162912285,-0.03875747477129233,-0.21413860009385724
890,890,890,890,pcarleton,Peter Carleton,77,1.7,1.05,0.65,1.36,6.1,84.68,0.53,0.92,0.01,0.14,0.73,0.0,2.96,,,,,,14.68,13.61,37.6,17.9,3.79,14.1,Handler,,,-3.630300984364261,-1.8603202635833254,0.2707416796286977,0.01311998020215473,-1.0340394133988484,0.005956272641626496,-0.6526245042878304
891,891,891,891,pmensah,Paul Mensah,58,0.86,0.07,0.79,1.36,1.36,,0.26,0.17,0.0,0.17,0.84,0.0,0.02,16.62,1.54,15.08,0.0,,13.68,10.5,31.36,14.4,1.6,12.79,Cutter,70.0,170.0,-7.376857796678205,-3.0010381554383847,-0.18401622169698378,-0.49090077086528244,1.2150641761923684,-0.01569626041463267,-0.6152227429520707
892,892,892,892,rmatthews,Roy Matthews,11,1.0,0.27,0.73,1.36,4.0,,0.55,0.09,0.0,0.09,0.55,0.0,0.0,,,,,,14.31,12.18,39.55,18.45,0.82,17.64,Defender,,,-0.5997992082963274,-0.3744730760160226,-0.4903557089483943,-0.5566572764697277,-1.3456398287000828,-0.14245074984789913,-0.6917814725335569
893,893,893,893,bpastor,Brandon Pastor,49,1.39,0.33,1.06,1.35,5.98,94.52,0.59,0.24,0.0,0.04,0.24,0.0,0.0,123.94,18.88,105.06,0.06,,14.45,14.16,49.86,12.67,8.94,3.73,Cutter,69.0,145.0,3.131411634843196,3.0382477526287195,0.19482815341868853,-0.3395001983651386,0.16026382081714363,3.7514887912837073e-05,0.7634598821248533
894,894,894,894,dhochhalt,David Hochhalter,26,5.65,3.92,1.73,1.35,31.15,91.84,0.42,4.08,0.0,0.92,0.69,0.0,1.35,,,,,,5.22,5.81,40.4,18.65,7.12,11.54,Handler,,,4.051866534252208,1.0758362254442007,0.36731677039331745,2.8690056720694987,-0.06820582098470727,0.381407830794926,1.0609882117305773
895,895,895,895,jwalker,Jeffrey Walker,26,1.0,0.23,0.77,1.35,3.0,,0.23,0.15,0.0,0.15,0.65,0.0,9.58,,,,,,13.25,12.27,34.8,14.96,3.54,11.42,Defender,,,-2.925017089921349,-1.483128195095756,-0.7375470156353736,-0.23991708948875037,-0.09980550146506845,-0.08466431933505981,-0.6400994504212371
896,896,896,896,ktaylor,Kennith Taylor,23,1.09,0.57,0.52,1.35,3.52,,0.39,0.3,0.0,0.09,0.65,0.0,0.09,68.52,22.57,45.96,0.13,,16.81,8.78,50.0,13.61,1.35,12.26,Defender,,,-1.2810446815029697,-0.7057685125292,-0.20284776036633267,0.576167504778947,0.08470463843831962,0.06676195526821523,-0.061936032419566536
897,897,897,897,ofay,Oliver Fay,23,1.09,0.48,0.61,1.35,4.26,91.59,0.74,0.35,0.0,0.13,0.74,0.0,4.52,84.13,19.91,64.22,0.0,,18.03,11.39,50.76,17.52,1.96,15.57,Defender,,210.0,1.2434839072758848,0.6950098911665845,-0.4479804843706857,-0.40608233498447616,-0.49023957313381494,-0.09074503696486202,-0.16232312533059806
898,898,898,898,aroy,Andrew Roy,38,2.55,1.89,0.66,1.34,45.66,96.93,2.66,1.32,0.11,0.16,0.26,0.0,0.13,357.03,307.37,49.66,0.26,50.0,20.5,22.66,58.54,18.89,17.0,1.89,Handler,,,3.951219651312568,1.14046191095948,-0.9477152765544208,-0.010013512907475666,-0.05497917081097262,-0.07596269323339463,0.03193848767165274
899,899,899,899,cwatson,Channing Watson,29,3.0,1.03,1.97,1.34,20.79,90.81,1.24,1.62,0.0,0.52,0.48,0.0,1.66,,,,,,23.12,29.03,34.92,22.14,16.83,5.31,Cutter,68.0,150.0,1.401098764386299,0.5590543380054083,0.26404625059987696,-1.112918689633651,-1.068130671615574,-0.12689572281204733,-0.33948719316098497
900,900,900,900,lpruess,Logan Pruess,56,1.96,1.27,0.7,1.34,19.84,92.51,1.43,1.23,0.07,0.16,0.77,0.02,0.66,236.87,213.73,23.13,0.53,72.73,21.49,19.3,47.73,20.52,6.55,13.96,Handler,71.0,145.0,-3.316819970900764,-2.2229074725906894,-0.04886555131303735,-0.8036720797785869,-0.5626872496480416,-0.1022833713659387,-0.9095330883325888
901,901,901,901,bblatz,Ben Blatz,21,2.1,0.81,1.29,1.33,9.48,94.76,0.14,1.14,0.0,0.43,0.81,0.0,0.0,,,,,,6.45,6.0,26.19,11.19,2.95,8.24,Defender,,,-0.3005128110479888,-0.12758471087521997,0.0403606195989122,0.3117703191990832,-1.1062219195219516,0.016634146303181427,-0.22041892289979403
902,902,902,902,bspielman,Benjamin Spielman,12,0.67,0.25,0.42,1.33,4.42,,0.5,0.0,0.0,0.08,0.75,0.0,0.0,,,,,,11.39,8.83,42.45,13.17,2.0,11.17,Defender,74.0,180.0,-0.820235048741173,-0.17230495534022433,-0.3905086571509301,-0.4090786584884441,0.03833722218442238,-0.06704684460613913,-0.23338876219879404
903,903,903,903,cstanish,Caleb Stanish,15,1.0,0.4,0.6,1.33,4.07,,0.47,0.2,0.0,0.2,0.73,0.0,0.0,66.93,8.47,58.47,0.13,,18.0,13.2,27.78,17.73,6.27,11.47,Defender,,,-1.2392262401683372,-0.6904608227104106,-0.543564884075443,-0.042233129767702576,-0.5198358725979068,-0.058383802679658627,-0.44902367728786574
904,904,904,904,dberg,David Berg,12,3.5,2.25,1.25,1.33,18.42,87.35,1.0,2.5,0.08,0.08,0.42,0.0,0.17,,,,,,21.29,26.92,43.03,20.5,16.58,3.92,Handler,,,-0.1345077060929605,-0.6074446457897479,-0.1365070115183491,0.348388442187492,-0.12745155330729527,0.03895885161467833,-0.13075369210697507
905,905,905,905,epinto,Eamon Pinto,15,1.33,0.27,1.07,1.33,3.2,,0.2,0.2,0.0,0.33,0.53,0.0,0.0,,,,,,9.66,10.6,40.88,14.4,4.27,10.13,Defender,,,0.4929234834470476,0.0019338608392612364,-0.5486489032793964,-0.5352123014565966,-1.1703176556694135,-0.13920576008899832,-0.5630612498915364
906,906,906,906,htreegoob,Harrison Treegoob,12,1.75,0.83,0.92,1.33,6.0,,0.0,1.0,0.0,0.33,0.92,0.0,0.0,,,,,,0.0,0.0,,5.83,2.42,3.42,,,,,0.0,-6.189938112900149e-18,0.0,1.6363871874882412e-17,,2.5434834404955655e-18
907,907,907,907,jbecker,Joe Becker,21,2.24,0.86,1.38,1.33,4.14,82.08,0.0,0.9,0.0,0.33,0.33,0.0,0.1,,,,,,5.47,7.95,29.34,13.57,10.81,2.76,Cutter,,,-0.590355174071329,-0.153445923050408,-0.922440597450464,0.004031690832766473,-0.6071042647297041,-0.09147751731329791,-0.41973977359945247
908,908,908,908,jcarden,John Carden,46,1.15,0.43,0.72,1.33,3.96,89.22,0.28,0.35,0.07,0.22,0.74,0.0,0.0,,,,,,14.64,14.33,29.44,16.57,5.8,10.76,Defender,,,-1.4397626873485447,-0.9569155935628506,-0.3570456607822724,-0.14104361739976515,0.05441476562401122,-0.0321651242308363,-0.35014752653021924
909,909,909,909,jwham,Jacob Wham,27,1.44,0.59,0.85,1.33,4.81,91.55,0.48,0.44,0.0,0.04,0.37,0.0,2.56,105.19,28.74,76.44,0.15,,16.94,13.3,51.53,15.56,7.33,8.22,Cutter,,,-2.0856014244994387,-0.8993949151326998,-1.0684866731221492,-0.892541683154906,-0.6544715930782916,-0.2111164961120323,-0.8787237161220116
910,910,910,910,jzuraw,Jimmy Zuraw,24,2.13,1.38,0.75,1.33,23.67,93.27,1.29,1.38,0.04,0.17,0.75,0.0,1.58,259.75,190.19,69.56,0.44,70.0,22.17,22.29,40.0,19.04,12.5,6.54,Handler,73.0,175.0,-1.921358457897732,-1.7427390146270922,-0.5594775246563228,-0.1876043406790635,1.4525606303819962,-0.007087689106577856,-0.25931506239512053
911,911,911,911,ldiehl,Logan Diehl ,15,1.0,0.27,0.73,1.33,3.27,,0.33,0.13,0.0,0.13,0.6,0.0,0.07,69.13,8.87,60.27,0.0,,17.45,14.0,33.81,17.07,6.47,10.6,Defender,,,-2.32953321458034,-1.5853951163980187,-0.8018471297095059,-0.5992423219576739,-0.7321076287913436,-0.15482412240218815,-0.9296480492141355
912,912,912,912,mmccarthy,Mitchell McCarthy,12,1.17,0.17,1.0,1.33,5.33,,0.83,0.5,0.0,0.08,0.75,0.0,0.08,34.0,13.0,21.0,0.0,,16.05,15.83,45.79,15.42,7.67,7.75,Defender,72.0,175.0,-0.0384581242047795,-0.017260996139767937,-0.15071951145396503,-0.8903955330427289,0.16658817335698245,-0.09611902051783372,-0.22294696681986986
913,913,913,913,rarchibal,Ryan Archibald,30,1.13,0.57,0.57,1.33,2.13,,0.27,0.23,0.0,0.03,0.47,0.0,0.0,,,,,,13.31,11.33,35.29,15.47,1.73,13.73,Defender,,,-3.5925115520499693,-1.847197363818591,-0.6203729615729544,0.13151105357230866,-1.6503303691421867,-0.08529033569022547,-0.9965974102403559
914,914,914,914,sgoldstei,Sam Goldstein,24,1.75,0.79,0.96,1.33,18.46,96.51,1.0,0.63,0.0,0.04,0.25,0.0,0.17,166.38,130.46,35.92,0.25,54.55,15.49,13.79,54.68,14.5,8.29,6.21,Handler,,,-0.3245415636061529,-0.13521509982607585,0.9743424889798625,-0.5455803190044239,0.4679372615990892,0.059750200297288066,0.190371082937113
915,915,915,915,zcotter,Zachary Cotter,12,1.08,0.42,0.67,1.33,4.42,,0.42,0.42,0.0,0.17,0.83,0.0,3.17,111.56,37.67,73.89,0.33,,12.07,11.5,39.13,12.83,4.67,8.17,Defender,76.0,215.0,0.2983920655824558,0.22389987225316696,-0.31070857825929127,0.07893298433715525,0.014102406281958023,-0.0036652830067449315,0.00155667115324724
916,916,916,916,iguerin,Ian Guerin,34,0.88,0.32,0.56,1.32,2.35,,0.38,0.32,0.0,0.0,0.76,0.0,0.0,,,,,,9.77,8.68,41.36,8.94,0.82,8.12,Defender,,,-1.073019410562926,0.009079203150664003,-0.02315155899917308,0.43936990818522464,0.892914006030643,0.09619047803280346,0.32955288959183965
917,917,917,917,jcretella,Joey Cretella,41,1.63,0.88,0.76,1.32,8.07,87.57,0.85,0.88,0.0,0.39,0.95,0.0,2.44,37.29,6.71,30.57,0.0,,19.42,16.83,39.57,19.85,4.71,15.15,Defender,72.0,180.0,-2.4525104011683245,-1.9305470034561123,-1.2584874581130607,-0.22437619121115682,-0.4732366215806886,-0.14471609827798945,-0.9716618185902547
